"month_end","cost_group","activity","fault","place_ranking","movement_ranking","onf_desc","zone","cost","id"
2021-02-01,"TF","EDGEPOST","CLEAN","P5","M5","Rural Roads","French Pass",10,3898
2021-02-01,"EN","ENVCLEAN","LITTER","P5","M5","Rural Roads","French Pass",2,3899
2022-02-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3900
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",6000,3901
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",36,3902
2021-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3903
2021-11-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",22.5,3904
2020-08-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,3905
2021-06-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,3906
2021-06-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,3907
2020-10-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",250,3908
2022-03-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",36,3909
2021-06-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,3910
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",1080,3911
2020-11-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",50,3912
2020-07-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",45,3913
2020-09-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",45,3914
2020-08-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",45,3915
2020-11-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",550,3916
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",108,3917
2021-03-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",315,3918
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",1485,3919
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",216,3920
2022-03-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",432,3921
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",2880,3922
2017-05-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","French Pass",50,3923
2023-01-01,"EN","ENVCLEAN","LITTER","P5","M5","Rural Roads","French Pass",0.2,3924
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",108,3925
2023-01-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",70,3926
2021-11-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",72,3927
2021-11-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",396,3928
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",576,3929
2018-09-01,"PA","UNSEALED","AGGLOSS","P5","M5","Rural Roads","French Pass",4160,3930
2021-02-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,3931
2021-12-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3932
2023-05-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",5,3933
2023-06-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",13.5,3934
2021-11-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",180,3935
2023-06-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3936
2021-11-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",124,3937
2021-11-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",18,3938
2022-02-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,3939
2023-03-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",124,3940
2020-11-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",120,3941
2023-06-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",18,3942
2020-06-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",120,3943
2020-06-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,3944
2021-11-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",36,3945
2019-06-01,"PA","UNSEALED","AGGLOSS","P5","M5","Rural Roads","French Pass",440,3946
2020-11-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",50,3947
2021-02-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",90,3948
2021-06-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",35,3949
2022-03-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",108,3950
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",180,3951
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",108,3952
2021-06-01,"EN","ENVCLEAN","LITTER","P5","M5","Rural Roads","French Pass",1,3953
2020-07-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","French Pass",120,3954
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",135,3955
2022-02-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","French Pass",52875,3956
2020-10-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",120,3957
2022-03-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",108,3958
2021-11-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",22.5,3959
2022-03-01,"EN","ENVCLEAN","LITTER","P5","M5","Rural Roads","French Pass",0.1,3960
2020-11-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",150,3961
2021-06-01,"EN","ENVCLEAN","LITTER","P5","M5","Rural Roads","French Pass",0.1,3962
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",6000,3963
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",90,3964
2021-11-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",144,3965
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",576,3966
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",108,3967
2020-11-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",400,3968
2020-07-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",45,3969
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",630,3970
2021-06-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,3971
2021-10-01,"TF","SIGNMAINT","REALIGN","P5","M5","Rural Roads","French Pass",101,3972
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",1035,3973
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",396,3974
2023-05-01,"TF","SIGNMAINT","ILLEGIBLE","P5","M5","Rural Roads","French Pass",180,3975
2020-10-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",400,3976
2022-03-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",216,3977
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",432,3978
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",108,3979
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",45,3980
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",72,3981
2022-04-01,"TF","SIGNMAINT","VANDALISM","P5","M5","Rural Roads","French Pass",220,3982
2020-07-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",45,3983
2021-05-01,"EN","ENVCLEAN","LITTER","P5","M5","Rural Roads","French Pass",0.1,3984
2023-01-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",36,3985
2020-11-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",150,3986
2021-02-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",45,3987
2022-10-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",468,3988
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",7200,3989
2022-03-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",324,3990
2020-10-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",50,3991
2023-08-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",70,3992
2022-02-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","French Pass",1410,3993
2021-11-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",324,3994
2020-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",1.7,3995
2020-07-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",20,3996
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",2720,3997
2018-04-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",50,3998
2017-12-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","French Pass",150,3999
2021-11-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",21,4000
2023-03-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,4001
2021-09-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",115,4002
2016-07-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","French Pass",160,4003
2021-01-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",240,4004
2021-11-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",18,4005
2021-05-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",124,4006
2020-06-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",120,4007
2020-07-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","French Pass",120,4008
2021-05-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,4009
2022-02-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,4010
2020-06-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",17,4011
2021-06-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",124,4012
2023-06-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",124,4013
2021-03-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",124,4014
2023-03-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",124,4015
2020-11-01,"VG","VEGETATION","VEGCNTRL3","P5","M5","Rural Roads","French Pass",0.25,4016
2021-02-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,4017
2021-06-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",45,4018
2020-10-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","French Pass",100,4019
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",8400,4020
2021-11-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",36,4021
2021-10-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,4022
2021-11-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",37.5,4023
2020-10-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",1.7,4024
2022-01-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,4025
2020-08-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",3.4,4026
2016-07-01,"MA","INSPECT","ROUTINE","P5","M5","Rural Roads","French Pass",160,4027
2023-03-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,4028
2021-05-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,4029
2021-05-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,4030
2023-03-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,4031
2020-10-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",75,4032
2023-03-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,4033
2020-09-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",51,4034
2018-05-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",50,4035
2020-11-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",250,4036
2021-06-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",17.5,4037
2021-11-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",230,4038
2020-07-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,4039
2022-02-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,4040
2020-07-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","French Pass",120,4041
2021-01-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",500,4042
2020-11-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",8.5,4043
2020-06-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",25.5,4044
2021-06-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",10,4045
2021-06-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",25,4046
2020-10-01,"VG","VEGETATION","DEAD","P5","M5","Rural Roads","French Pass",150,4047
2021-10-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",5,4048
2021-11-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",7.5,4049
2020-11-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",5.1,4050
2021-09-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,4051
2021-11-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",7.5,4052
2022-10-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",5,4053
2019-02-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","French Pass",255,4054
2016-07-01,"MA","INSPECT","ROUTINE","P5","M5","Rural Roads","French Pass",160,4055
2021-11-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",72,4056
2023-03-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,4057
2022-03-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",124,4058
2023-03-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",3,4059
2022-03-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",36,4060
2023-03-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,4061
2020-06-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",120,4062
2015-03-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",208,4063
2015-03-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",176,4064
2011-08-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",1759.1,4065
2020-09-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",34,4066
2020-09-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",40,4067
2021-06-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",25,4068
2020-06-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",17,4069
2019-02-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","French Pass",255,4070
2017-02-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",132,4071
2020-08-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",1.7,4072
2021-10-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",230,4073
2023-08-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",70,4074
2015-03-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",336,4075
2021-06-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",7.5,4076
2015-03-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",304,4077
2020-06-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","French Pass",300,4078
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",2240,4079
2021-07-01,"TF","CMPMAINT","NONFUNCT","P5","M5","Rural Roads","French Pass",20,4080
2021-02-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,4081
2021-02-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",35,4082
2023-06-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,4083
2017-02-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",66,4084
2016-10-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",16,4085
2015-03-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",80,4086
2021-09-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,4087
2017-02-01,"PA","LEVEL","UNEVEN","P5","M5","Rural Roads","French Pass",1680,4088
2015-03-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",176,4089
2015-08-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",304,4090
2021-01-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",750,4091
2015-08-01,"MA","INSPECT","ROUTINE","P5","M5","Rural Roads","French Pass",100,4092
2016-12-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","French Pass",50,4093
2021-01-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",1.7,4094
2020-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",1.7,4095
2021-01-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",1.7,4096
2017-02-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",64,4097
2019-03-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","French Pass",50,4098
2019-02-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","French Pass",255,4099
2015-03-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",144,4100
2018-09-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","French Pass",255,4101
2015-08-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",368,4102
2019-02-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","French Pass",33,4103
2019-03-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","French Pass",255,4104
2015-08-01,"MA","INSPECT","ROUTINE","P5","M5","Rural Roads","French Pass",100,4105
2013-04-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","French Pass",7200,4106
2020-10-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",12,4107
2021-12-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,4108
2018-04-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",168,4109
2021-05-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",124,4110
2020-07-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","French Pass",120,4111
2021-05-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",124,4112
2023-03-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",124,4113
2023-03-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,4114
2021-11-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",124,4115
2023-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",7.5,4116
2017-12-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","French Pass",150,4117
2020-10-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",120,4118
2023-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",2.5,4119
2019-02-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","French Pass",250,4120
2019-03-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","French Pass",255,4121
2016-07-01,"TF","SIGNMAINT","REALIGN","P5","M5","Rural Roads","French Pass",100,4122
2015-08-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","French Pass",272,4123
2021-09-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",165,4124
2018-04-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",224,4125
2017-02-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","French Pass",255,4126
2019-02-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","French Pass",255,4127
2020-07-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",120,4128
2020-10-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",120,4129
2020-09-01,"TF","EDGEPOST","NONFUNCT","P5","M5","Rural Roads","French Pass",20,4130
2018-09-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","French Pass",12469.42,4131
2021-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",5,4132
2020-07-01,"TF","EDGEPOST","CLEAN","P5","M5","Rural Roads","French Pass",5,4133
2019-03-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","French Pass",255,4134
2020-07-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","French Pass",1.5,4135
2020-07-01,"TF","CMPMAINT","NONFUNCT","P5","M5","Rural Roads","French Pass",40,4136
2017-02-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","French Pass",255,4137
2019-02-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","French Pass",255,4138
2020-07-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","French Pass",120,4139
2020-10-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",120,4140
2018-09-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","French Pass",255,4141
2022-09-01,"EN","EMERGENCY","DROPOUT","P5","M5","Rural Roads","French Pass",300,4142
2023-03-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",124,4143
2021-11-01,"DR","SWSTRUCT","CULBLOCK","P5","M5","Rural Roads","French Pass",124,4144
2022-04-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","French Pass",7.5,4145
