coded_id,road,intersection,severity,crash_date,movement,veh1,veh1_c,veh2,veh2_c,road_wet,road_curve,light,junction,lat,lng
703342,THAMES ST,1,N,1994-08-05,JA,T,,C,,D,S,O,T,-39.489437,176.887604
941344,THAMES ST,1,N,2011-11-12,KA,C,130-197,C,301-330,W,S,D,T,-39.489437,176.887589
1123459,THAMES ST,0,N,2017-04-17,CB,4,137-195,,,D,S,D,N,-39.489536,176.887146
668714,THAMES ST,1,N,1993-01-13,JA,C,,C,,W,S,D,T,-39.489437,176.887604
171026,THAMES ST,1,N,2004-02-25,MB,C,363-371,C,363-371,D,S,B,T,-39.489437,176.887604
396150,THAMES ST,0,M,1981-09-08,EA,C,192-358,T,,D,S,O,N,-39.489578,176.886917
170634,THAMES ST,0,N,2004-01-10,CB,C,101-130-433,C,,D,S,D,N,-39.488819,176.890503
952803,THAMES ST,1,M,2012-12-13,JA,C,,V,301-404,D,S,B,T,-39.488693,176.891068
784418,THAMES ST,0,S,1997-07-09,CC,C,102-132-433,O,,D,S,D,N,-39.491077,176.879822
576854,THAMES ST,0,N,1990-06-06,LB,C,,C,,W,S,O,D,-39.490486,176.882614
654288,THAMES ST,1,M,1993-08-21,BC,C,102-111-355,C,,D,S,B,T,-39.490253,176.883743
655160,THAMES ST,1,M,1993-11-30,JA,S,,T,303,D,S,B,T,-39.490253,176.883743
704601,THAMES ST,1,N,1994-11-19,DJ,C,,,,D,S,T,T,-39.490253,176.883743
716345,THAMES ST,1,S,1995-05-24,JA,V,,C,301-377,D,S,D,T,-39.490253,176.883743
737928,THAMES ST,0,N,1995-09-09,MD,C,,V,,D,S,O,D,-39.490959,176.880371
738610,THAMES ST,1,N,1995-10-16,JA,C,,C,,D,S,B,T,-39.490253,176.883743
62480,THAMES ST,1,N,2001-11-06,FB,V,331,C,,D,S,O,T,-39.490253,176.883743
623752,THAMES ST,1,S,1992-08-06,GE,M,387,C,141,D,S,B,D,-39.490253,176.883743
654469,THAMES ST,1,M,1993-09-14,JA,M,157,C,301-377,D,S,B,T,-39.490253,176.883743
701499,THAMES ST,1,N,1994-04-19,JA,C,,C,,D,S,B,T,-39.490253,176.883743
1092202,THAMES ST,1,N,2016-07-01,JA,C,,T,301,D,S,B,X,-39.490253,176.883743
25312,THAMES ST,1,N,2000-08-16,KB,T,301-370,M,,D,S,D,T,-39.490253,176.883743
767717,THAMES ST,1,N,1996-01-18,JA,C,,C,,D,S,B,T,-39.490253,176.883743
210882,THAMES ST,0,N,2005-05-11,MO,T,371-386,,,D,S,B,D,-39.490295,176.883514
655346,THAMES ST,1,S,1993-11-10,JA,V,,C,301,D,S,B,T,-39.490253,176.883743
670405,THAMES ST,1,N,1993-06-04,JA,C,,T,,D,S,O,T,-39.490253,176.883743
702160,THAMES ST,1,N,1994-06-03,JA,C,,C,,D,S,O,T,-39.490253,176.883743
998280,THAMES ST,0,N,2013-06-24,MD,C,,V,308-371,D,S,B,D,-39.489063,176.889343
247866,THAMES ST,0,N,2006-02-05,MC,C,,C,300-371,D,S,O,N,-39.490017,176.884857
669075,THAMES ST,1,N,1993-02-20,JC,C,,C,,D,S,B,T,-39.490253,176.883743
1172133,THAMES ST,0,N,2018-08-04,MB,C,102,C,102-375,W,S,O,N,-39.490635,176.881943
671701,THAMES ST,1,N,1993-09-04,JA,C,,C,,D,S,O,T,-39.490253,176.883743
784285,THAMES ST,1,M,1997-06-11,PO,C,102-352,,,D,S,D,T,-39.490253,176.883743
939726,THAMES ST,1,N,2011-08-18,JA,C,301-330,V,,W,C,D,T,-39.490253,176.883743
99137,THAMES ST,1,N,2002-08-03,MG,C,371-684,T,,D,S,B,T,-39.488693,176.891068
208722,THAMES ST,1,N,2005-01-22,GE,C,103-160,C,,D,S,B,T,-39.488979,176.88974
702490,THAMES ST,1,N,1994-06-18,EO,T,,C,,D,S,B,T,-39.488979,176.88974
430388,THAMES ST,0,M,1984-06-21,GE,M,387,V,141-371,D,S,B,D,-39.489014,176.889557
939149,THAMES ST,0,N,2011-06-14,MO,T,330-371-386,,,D,S,B,D,-39.489002,176.889618
405928,THAMES ST,0,M,1982-04-16,GE,M,152,C,,D,S,B,N,-39.48917,176.88884
1205536,THAMES STREET,1,N,2019-06-11,DE,T,102-129,,,D,C,T,T,-39.490266,176.883813
214057,THE ESPLANADE,0,N,2005-11-20,CB,C,103-112-357,,,D,S,D,N,-39.469398,176.877594
546415,THE ESPLANADE,0,N,1989-12-09,DG,C,,,,D,S,D,N,-39.458244,176.873123
1188340,THE ESPLANADE,0,N,2018-09-27,EA,K,430,C,,D,S,B,N,-39.467148,176.876801
1009341,THE ESPLANADE,0,M,2014-05-19,EA,C,129-351,O,,D,S,B,N,-39.461739,176.874298
1218504,THE ESPLANADE,0,N,2019-09-27,MD,S,,C,371,D,S,U,D,-39.462267,176.874482
134618,THE ESPLANADE,0,N,2003-01-18,CA,C,433,C,,D,S,T,N,-39.468098,176.877213
773863,THE ESPLANADE,0,N,1996-12-15,GE,C,,V,,D,S,B,D,-39.4706,176.878082
903025,THE ESPLANADE,0,N,2010-02-14,EA,C,386,4,,D,S,D,N,-39.471855,176.878754
368230,THE ESPLANADE,0,N,2009-03-22,CB,C,130-354,,,D,S,D,N,-39.459797,176.873642
295009,THE LOOP,0,N,2007-11-25,DJ,C,111-514,,,D,C,D,N,-39.528984,176.899521
267438,THE LOOP,1,M,2007-09-29,DH,V,103-680,,,D,C,D,T,-39.52335,176.899063
1102122,THE LOOP,0,N,2016-11-16,DH,C,129,,,D,C,D,T,-39.528961,176.900726
683421,THOMPSON ROAD,0,M,1994-06-17,DH,C,111-134,,,D,C,D,T,-39.644852,176.904022
967476,THOMPSON ROAD,0,N,2012-01-14,DH,C,101-110,,,D,C,D,N,-39.645187,176.903214
1125080,THOMPSON ROAD,0,N,2017-05-02,HA,C,,V,308,D,S,B,D,-39.648872,176.899689
981314,THOMPSON ROAD,0,M,2013-08-22,CC,V,129-350,,,W,S,O,N,-39.648724,176.899826
1159308,THOMPSON ROAD,1,N,2018-03-04,DG,C,103-330-402,,,D,S,B,T,-39.644924,176.903809
1253461,THOMPSON ROAD,1,N,2020-09-01,DF,C,102-122-350,,,D,S,O,T,-39.644905,176.903872
525749,THOMPSON ROAD,0,F,1989-01-28,DH,M,102-111,,,D,C,D,N,-39.645473,176.902939
999264,THOMPSON ROAD,0,N,2013-10-19,DJ,C,101-111,,,D,C,D,N,-39.483608,176.91478
171576,THOMPSON ROAD,1,N,2004-04-01,MG,C,,V,371,D,S,B,T,-39.484135,176.914948
176140,THOMPSON ROAD,0,N,2004-11-03,BC,C,110-121,V,,D,C,B,N,-39.483696,176.914795
213725,THOMPSON ROAD,0,N,2005-10-27,DJ,V,111-131-195,,,D,C,T,N,-39.483788,176.914825
904159,THOMPSON ROAD,0,N,2010-05-21,DJ,C,111-131,,,W,C,O,N,-39.483337,176.914795
995924,THOMPSON ROAD,0,N,2013-03-30,DH,C,111-332-351,,,D,C,B,N,-39.656551,176.891754
189349,THOMPSON ROAD,0,M,2005-12-21,CB,C,103-130,,,D,S,T,N,-39.653965,176.89447
847949,THOMPSON ROAD,1,M,1999-01-03,FA,C,331,C,,D,S,B,T,-39.482185,176.915771
432709,THOMPSON ROAD,0,M,1984-06-22,DJ,C,111,,,D,C,D,N,-39.482807,176.915298
546796,THOMPSON ROAD,1,N,1989-09-06,DH,C,,,,D,C,O,M,-39.482185,176.915771
1167895,THOMPSON ROAD,0,N,2018-06-18,DJ,C,102-111,,,W,C,D,N,-39.608757,176.804413
1025707,THOMPSON ROAD,0,N,2014-06-24,DH,C,102-131,,,D,C,O,N,-39.60841,176.804077
902895,THOMPSON ROAD,1,N,2010-02-27,MO,4,371,C,,D,S,B,Y,-39.481491,176.915787
1232222,THOMPSON ROAD,1,N,2020-01-01,EA,V,129,C,,,S,U,T,-39.481543,176.915809
494125,THOMPSON ROAD,0,N,1987-03-13,DJ,C,,,,D,C,T,N,-39.65609,176.891006
865989,THOMPSON ROAD,0,N,1999-02-23,BC,C,111-121,C,,D,C,B,N,-39.656521,176.8918
670592,THOMPSON ROAD,0,N,1993-06-27,DJ,C,,,,D,C,D,N,-39.65609,176.891006
983613,THOMPSON ROAD,0,M,2013-11-16,DH,C,111-402,,,D,C,D,N,-39.655235,176.889648
1072018,THOMPSON ROAD,0,M,2016-05-03,DH,C,111-129,,,D,C,D,N,-39.656521,176.891785
715481,THOMPSON ROAD,0,S,1995-03-08,DJ,C,101-111,,,D,C,B,N,-39.656448,176.891861
172027,THOMPSON ROAD,0,N,2004-04-28,CB,C,129-358,,,D,S,O,N,-39.644482,176.905197
37178,THOMPSON ROAD,0,S,2001-06-08,CB,T,134-410,,,D,S,B,N,-39.654533,176.893875
267822,THORN PLACE,0,S,2007-10-25,MO,P,,T,371-830,D,S,B,D,-39.506023,176.880249
1029674,THORN PLACE,1,N,2014-10-02,BB,C,129,C,,D,S,B,T,-39.506794,176.879272
835578,THORN PLACE,0,N,1998-06-12,DJ,C,131-653,,,D,C,O,N,-39.506596,176.879501
937612,THORN PLACE,0,N,2011-03-28,GO,V,370,C,371,D,C,O,D,-39.506466,176.879669
1208161,TIKOKINO ROAD,0,N,2019-07-02,BF,C,111-131-135,C,,W,C,D,N,-39.943489,176.578979
508437,TIKOKINO ROAD,0,S,1988-12-18,DH,V,410,,,D,C,B,N,-39.935345,176.543564
714669,TIKOKINO ROAD,0,F,1995-04-13,CB,C,103-402,,,D,S,D,N,-39.883278,176.507141
749780,TIKOKINO ROAD,0,M,1996-05-02,EA,C,129,V,,W,S,D,N,-39.869099,176.495789
170498,TIKOKINO ROAD,0,N,2004-01-15,CC,V,134-358,,,D,S,T,N,-39.885948,176.509293
307768,TIKOKINO ROAD,0,S,2008-04-20,DJ,V,103-121,,,D,C,D,N,-39.932484,176.544571
951328,TIKOKINO ROAD,0,S,2012-04-21,DH,V,103-111-134,,,D,C,B,N,-39.937397,176.543594
951466,TIKOKINO ROAD,0,M,2012-04-04,CB,C,102-358,,,W,S,D,N,-39.934147,176.543808
1016627,TIKOKINO ROAD,0,N,2014-01-24,DJ,V,102-111-131,,,D,C,T,N,-39.944717,176.567734
882706,TIKOKINO ROAD,0,M,2010-04-13,DJ,C,111-135-402,,,W,C,D,N,-39.944916,176.570984
1134446,TIKOKINO ROAD,0,N,2017-09-02,DJ,C,131-366-504,,,W,C,O,N,-39.94379,176.565079
643103,TIKOKINO ROAD,0,N,1992-12-19,EC,C,,,,W,C,O,N,-39.944984,176.57251
870487,TIKOKINO ROAD,0,N,1999-10-29,DH,C,134,,,W,C,O,N,-39.944946,176.571747
416914,TIKOKINO ROAD,1,S,1983-03-27,HA,C,,,,D,S,B,T,-39.944935,176.571457
739270,TIKOKINO ROAD,0,N,1995-12-16,EC,C,,,,D,C,D,N,-39.944977,176.572388
1231761,TIKOKINO ROAD,0,N,2020-03-03,DF,C,102-111-121,,,D,C,B,N,-39.94468,176.567707
187512,TIKOKINO ROAD,0,M,2005-04-21,DH,V,121-134,,,D,C,O,N,-39.938419,176.544327
653861,TIKOKINO ROAD,0,M,1993-07-16,AD,C,102-159-431,C,103-431,D,C,D,N,-39.939713,176.545914
847817,TIKOKINO ROAD,0,F,1999-07-12,DH,C,135-515,,,I,C,B,N,-39.945,176.573196
1300543,TIKOKINO ROAD,1,M,2022-04-03,CB,M,102-132-135,,,D,S,B,T,-39.82991,176.455073
113860,TIKOKINO ROAD,0,M,2003-11-14,DJ,V,101,,,D,C,D,N,-39.90686,176.526627
653620,TIKOKINO ROAD,1,S,1993-06-06,CC,C,103-129-412,,,W,S,D,Y,-39.897648,176.5186
883016,TIKOKINO ROAD,0,M,2010-05-23,DJ,V,102-351-410,,,D,C,B,N,-39.901043,176.521255
995986,TIKOKINO ROAD,0,N,2013-04-06,DJ,4,111,,,W,C,O,N,-39.912464,176.533676
882797,TIKOKINO ROAD,0,S,2010-04-03,DH,M,103-132-400,,,D,C,B,N,-39.862503,176.490555
332444,TIKOKINO ROAD,0,N,2008-08-01,CB,C,103-351,,,D,S,D,N,-39.858665,176.48999
430146,TIKOKINO ROAD,0,M,1984-04-21,DJ,C,111,,,W,S,D,N,-39.906204,176.52533
1105118,TIKOKINO ROAD,0,N,2016-10-07,DH,C,118-403,,,W,C,O,N,-39.911945,176.532867
1293600,TIKOKINO ROAD,0,M,2022-02-13,DB,C,131-630,,,W,C,O,N,-39.912094,176.533172
114034,TIKOKINO ROAD,0,M,2003-12-09,DJ,C,111-135-632,,,W,C,O,N,-39.911762,176.532471
268442,TIKOKINO ROAD,0,S,2007-11-29,BC,C,121-201-404,T,,D,C,B,N,-39.923531,176.545273
114119,TIKOKINO ROAD,0,M,2003-12-30,CC,C,330,,,W,S,O,N,-39.930027,176.545761
170691,TIKOKINO ROAD,0,N,2004-02-09,DH,C,131-350,,,D,C,O,N,-39.927635,176.547134
770402,TIKOKINO ROAD,0,N,1996-06-20,DH,C,,,,I,C,O,N,-39.944828,176.569336
1069095,TIKOKINO ROAD,0,S,2016-02-13,DJ,M,135,,,D,C,B,N,-39.831299,176.457001
268513,TILBURY ST,0,S,2007-11-18,CC,C,357-512,,,D,S,D,N,-39.629959,176.790131
488038,TINIROTO ROAD,0,S,1987-04-18,CB,C,103-134,,,W,S,O,N,-38.916733,177.441452
528049,TINIROTO ROAD,0,S,1989-08-21,DH,C,101-330,,,D,C,D,N,-38.866333,177.499329
835125,TINIROTO ROAD,0,N,1998-06-05,DH,C,131-402,,,D,C,O,N,-38.926678,177.422424
1176325,TINIROTO ROAD,0,N,2018-11-01,DH,V,102-118-135,,,W,C,B,N,-38.954441,177.425873
57106,TINIROTO ROAD,0,N,2001-01-02,BA,C,197,C,,D,S,O,N,-38.910255,177.441284
737159,TINIROTO ROAD,0,N,1995-07-20,DJ,C,,,,D,C,T,N,-38.915833,177.441452
1226128,TINIROTO ROAD,0,S,2020-03-14,DB,M,101-380,,,D,C,B,N,-38.874296,177.490904
4852,TINIROTO ROAD,0,M,2000-03-09,DJ,T,358,,,D,C,D,N,-38.942593,177.428116
59250,TINIROTO ROAD,0,N,2001-06-10,DJ,T,129,,,D,C,O,N,-38.935745,177.425537
703199,TINIROTO ROAD,0,N,1994-08-09,DH,C,,,,W,C,B,N,-38.908947,177.440842
870517,TINIROTO ROAD,0,N,1999-11-14,CB,C,103-358,,,D,S,D,N,-38.934113,177.424973
1304331,TINIROTO ROAD,0,N,2021-12-12,BF,C,102-113-131-301,C,102,W,C,O,N,-38.952945,177.425794
498638,TINIROTO ROAD,0,N,1987-11-14,EA,C,,,,W,S,D,N,-38.902233,177.442459
1070657,TINIROTO ROAD,0,M,2016-04-23,DH,M,121-400,,,D,C,B,N,-38.855675,177.531509
1291056,TINIROTO ROAD,0,N,2021-07-05,QG,T,102-680,,,D,S,D,N,-38.905814,177.440891
490477,TINIROTO ROAD,0,S,1987-10-23,DH,C,101-134,,,D,C,D,N,-38.931713,177.423813
700671,TINIROTO ROAD,0,N,1994-02-12,CB,C,,,,D,S,B,N,-38.909821,177.441147
717430,TINIROTO ROAD,0,M,1995-10-14,DH,M,111-134,,,D,C,D,N,-38.927227,177.422012
802844,TINIROTO ROAD,0,N,1997-03-28,DH,C,,,,D,C,O,N,-38.858044,177.519028
804877,TINIROTO ROAD,0,N,1997-06-28,DH,V,,,,W,C,D,N,-38.921318,177.437912
835554,TINIROTO ROAD,0,N,1998-05-29,EC,C,,,,W,S,D,N,-38.956604,177.42363
74438,TINIROTO ROAD,0,M,2002-07-09,DJ,C,103-129-632,,,D,C,D,N,-38.941967,177.428223
384368,TINIROTO ROAD,0,M,1980-04-24,DH,C,101,,,D,C,D,N,-38.923409,177.431702
450170,TINIROTO ROAD,0,S,1985-07-25,DJ,C,195-402,,,W,C,D,N,-38.86507,177.500763
467602,TINIROTO ROAD,0,S,1986-03-11,BC,V,,T,111,W,C,B,N,-38.943298,177.427979
918331,TINIROTO ROAD,0,F,2011-04-23,BC,M,106-121,4,,D,C,O,N,-38.933201,177.424728
652371,TINIROTO ROAD,0,M,1993-02-02,BB,C,123-500,C,,W,C,O,N,-38.938923,177.427979
346291,TINIROTO ROAD,0,F,2009-03-29,BD,C,121-532,4,106-123,D,C,B,N,-38.921082,177.438171
394315,TINIROTO ROAD,0,S,1981-03-13,EC,V,,,,D,C,D,N,-38.909695,177.441101
951681,TINIROTO ROAD,0,M,2012-06-18,DH,4,195-330,,,D,C,O,N,-38.921989,177.437088
101694,TINIROTO ROAD,0,N,2002-06-19,DJ,C,131,,,W,C,O,N,-38.91687,177.441452
1221717,TINIROTO ROAD,0,N,2019-10-28,DE,C,129-404-412,,,D,C,D,N,-38.915713,177.441325
1123653,TINIROTO ROAD,0,N,2017-04-04,DH,C,129,,,W,C,O,N,-38.923733,177.428192
189286,TINIROTO ROAD,0,M,2005-12-20,DH,C,103-121-632,,,D,C,B,N,-38.914761,177.442154
1002929,TINIROTO ROAD,0,N,2013-12-24,EC,C,,,,,S,U,N,-38.904598,177.440842
74863,TINIROTO ROAD,0,M,2002-07-09,DH,C,103-332,,,D,C,D,N,-38.91888,177.44017
112362,TINIROTO ROAD,0,M,2003-03-22,DJ,C,111,,,D,C,B,N,-38.917118,177.441315
189419,TINIROTO ROAD,0,M,2005-11-26,DH,4,103-130-410,,,W,C,D,N,-38.927647,177.42186
226739,TINIROTO ROAD,0,S,2006-05-20,BF,C,101-130-195,C,,D,C,O,N,-38.92342,177.431412
416296,TINIROTO ROAD,0,F,1983-10-24,EB,M,101-123,M,101-111,D,C,D,N,-38.915565,177.441635
817788,TINIROTO ROAD,0,S,1998-10-18,DH,C,132-195,,,D,C,T,N,-38.917282,177.441223
882882,TINIROTO ROAD,0,M,2010-05-19,DH,T,111-197,,,D,C,B,N,-38.914249,177.442383
1257929,TINIROTO ROAD,0,M,2021-04-08,DB,C,134,,,D,C,O,N,-38.913911,177.442223
438917,TINIROTO ROAD,0,N,1984-06-22,DH,C,,,,D,C,D,N,-38.914761,177.442154
371728,TINIROTO ROAD,0,N,2009-08-17,EC,V,370,,,W,C,D,N,-38.878719,177.493668
998800,TINIROTO ROAD,0,N,2013-09-18,DJ,V,111-131,,,D,C,D,N,-38.94017,177.428528
1207414,TINIROTO ROAD,0,N,2019-06-27,DF,C,103-131,,,D,C,O,N,-38.954121,177.425369
1133043,TINIROTO ROAD,0,N,2017-08-02,EC,C,,,,D,S,D,N,-38.966171,177.414566
1069042,TINIROTO ROAD,0,S,2016-02-17,DH,V,131-412,,,D,C,O,N,-38.95451,177.425888
839347,TINIROTO ROAD,0,N,1998-11-28,DH,C,,,,W,C,D,N,-38.897984,177.463364
1183510,TINIROTO ROAD,0,N,2019-01-06,AO,U,111-301-610,C,,D,C,B,N,-38.900017,177.474884
477292,TINIROTO ROAD,0,N,1986-09-30,EC,C,,,,W,S,D,N,-38.901768,177.4431
980646,TINIROTO ROAD,0,S,2013-02-27,CC,C,103-112-410,,,D,S,D,N,-38.899921,177.445648
450234,TINIROTO ROAD,0,S,1985-08-10,DJ,V,101-111-403,,,D,C,D,N,-38.900108,177.47493
396632,TINIROTO ROAD,0,S,1981-11-08,GD,C,387,C,370,D,S,D,D,-38.89748,177.44902
505375,TINIROTO ROAD,0,F,1988-01-24,DJ,V,101-111,,,D,C,D,N,-38.818413,177.530716
817735,TINIROTO ROAD,0,S,1998-10-03,BA,V,125,C,101,D,S,D,N,-38.818874,177.527206
249130,TINIROTO ROAD,0,N,2006-03-10,EC,V,,,,W,C,T,N,-38.842346,177.536209
346458,TINIROTO ROAD,0,S,2009-01-26,DJ,M,132,,,D,C,B,N,-38.854561,177.53096
252546,TINIROTO ROAD,0,N,2006-09-21,DJ,V,111-131,,,D,C,O,N,-38.827042,177.526291
652805,TINIROTO ROAD,0,M,1993-02-24,DH,C,111-131,,,D,C,O,N,-38.85648,177.530319
1176836,TINIROTO ROAD,0,F,2019-02-13,DJ,C,111-121-632,,,D,C,D,N,-38.826076,177.524639
669432,TINIROTO ROAD,0,N,1993-03-25,DJ,C,,,,D,C,B,N,-38.851227,177.533585
36509,TINIROTO ROAD,0,S,2001-02-13,CB,V,410,,,D,S,B,N,-38.834854,177.532181
838370,TINIROTO ROAD,0,N,1998-11-12,DJ,C,131-412,,,D,C,O,N,-38.922943,177.434204
652112,TINIROTO ROAD,0,F,1993-03-19,BB,C,101-123,C,,D,C,O,N,-38.945938,177.427734
490479,TINIROTO ROAD,0,S,1987-12-12,DH,M,101-111,,,D,C,B,N,-38.966381,177.41452
937718,TINIROTO ROAD,0,N,2011-04-24,EA,O,129-331-353,4,,D,S,D,N,-38.966442,177.414505
450203,TINIROTO ROAD,0,S,1985-08-10,DJ,M,103-412,,,D,C,D,N,-38.92345,177.429474
556579,TINIROTO ROAD,0,F,1990-03-03,BB,M,101-123-402,C,,D,C,B,N,-38.94146,177.428268
1029900,TINIROTO ROAD,0,N,2014-10-19,CC,C,101-125,,,W,S,D,N,-38.961369,177.418427
528620,TINIROTO ROAD,0,S,1989-11-26,CB,C,501,,,D,S,B,T,-38.885948,177.494827
950673,TINIROTO ROAD,0,F,2012-12-12,DJ,C,134,,,W,C,O,N,-38.882042,177.497803
1060211,TIRONUI DRIVE,0,N,2015-09-21,DJ,4,111-131,,,W,C,O,N,-39.523724,176.842209
1246596,TIRONUI DRIVE,0,M,2020-10-26,DB,C,102-130-610,,,D,C,O,N,-39.524025,176.845812
176790,TIRONUI DRIVE,0,N,2004-12-20,LB,S,,C,303-375,D,C,B,D,-39.524113,176.844666
113732,TITIRANGI ROAD,0,M,2003-09-24,BF,C,132,C,,D,C,B,N,-38.920609,177.327988
208758,TITIRANGI ROAD,0,N,2005-01-31,BC,C,111-121,C,,W,C,O,N,-38.908112,177.338959
267244,TITIRANGI ROAD,0,S,2007-09-03,BB,C,123,4,,D,C,B,N,-38.894829,177.344803
477684,TITOKI ST,0,N,1986-08-19,CC,C,,,,D,S,T,N,-39.628433,176.839508
114219,TITOKI ST,1,M,2003-09-20,DJ,C,101-357,,,D,S,D,T,-39.627808,176.840469
329803,TITOKI ST,1,N,2008-02-16,DH,C,111,C,,D,S,B,X,-39.627808,176.840469
1207090,TOD ROAD,0,F,2019-10-29,DB,U,103-131-221,,,D,C,B,N,-39.912842,176.651031
1188408,TOD ROAD,0,N,2018-10-02,DB,C,102-111-134,,,D,C,B,N,-39.913048,176.651184
265498,TOD ROAD,0,M,2007-02-03,DH,4,111-132,,,W,C,D,N,-39.92041,176.664886
968493,TOD ROAD,0,N,2012-04-16,CB,T,129-137,,,D,S,O,N,-39.933041,176.66983
1253408,TOD ROAD,0,M,2021-02-16,DF,U,102-130,,,W,C,O,N,-39.937648,176.669815
4013,TOD ROAD,0,F,2000-06-14,DH,M,106-109-630-642,,,D,C,B,N,-39.920078,176.66481
186933,TOD ROAD,0,S,2005-01-16,DH,M,129-130,M,,D,C,B,N,-39.919994,176.664841
528626,TOD ROAD,0,S,1989-11-12,DJ,C,111-131-632,,,D,C,B,N,-39.918377,176.664215
1044535,TOD ROAD,0,S,2015-10-11,DH,C,111-131,,,D,C,B,N,-39.957394,176.672226
1259516,TOD ROAD,0,N,2020-10-17,DF,C,102-111-132-400,,,D,C,B,N,-39.955707,176.663818
187426,TOD ROAD,0,S,2005-03-29,DJ,C,111-131,,,W,C,O,N,-39.939426,176.669342
951233,TOD ROAD,0,S,2012-03-24,DJ,4,103-111,,,W,C,D,N,-39.957355,176.670868
133579,TODD ST,1,N,2003-01-29,DH,C,111-132-402,,,D,C,B,T,-39.501076,176.916794
1181992,TOKOMARU DRIVE,0,N,2018-12-15,CC,C,125,4,,D,S,U,N,-39.679317,176.894485
249120,TOLLEMACHE ROAD,1,N,2006-04-21,HA,C,,C,301-355-375,D,S,B,X,-39.659977,176.834579
1200682,TOLLEMACHE ROAD EAST,1,N,2019-04-27,DE,C,111-133-402-433,,,D,S,D,T,-39.664001,176.840759
849888,TOLLEMACHE ROAD EAST,1,M,1999-11-07,DG,M,103-112,,,D,S,D,T,-39.664059,176.840836
307723,TOLLEMACHE ROAD EAST,1,M,2008-01-11,LB,C,,C,303-375,D,S,B,X,-39.661907,176.83754
1088855,TOLLEMACHE ROAD EAST,1,N,2016-06-11,DH,C,133-402-433,,,D,S,B,X,-39.661907,176.83754
38037,TOLLEMACHE ROAD EAST,1,M,2001-11-13,HA,V,301,C,,W,S,O,X,-39.659977,176.834579
1240623,TOLLEMACHE ROAD EAST,1,N,2020-06-25,HA,C,102-301-334-404,C,102,W,S,D,X,-39.659873,176.834412
1147186,TOLLEMACHE ROAD EAST,0,M,2018-03-22,CC,C,102-136-631,,,D,S,O,N,-39.65852,176.832367
249991,TOLLEMACHE ROAD EAST,1,N,2006-06-11,MO,C,433,,,D,S,B,X,-39.659977,176.834579
331555,TOLLEMACHE ROAD EAST,1,N,2008-06-18,HA,C,321-334,4,,D,S,T,X,-39.659977,176.834579
771889,TOLLEMACHE ROAD EAST,1,N,1996-08-25,DH,C,,,,D,S,D,X,-39.659977,176.834579
226925,TOLLEMACHE ROAD EAST,0,S,2006-08-18,CC,C,134-351,,,D,S,D,N,-39.655903,176.828369
715201,TOLLEMACHE ROAD EAST,0,M,1995-03-04,EC,M,103,,,D,S,D,N,-39.658321,176.832047
1248319,TOLLEMACHE ROAD WEST,0,M,2020-11-25,CC,C,103-195,,,W,S,O,N,-39.655068,176.827114
1188214,TOLLEMACHE ROAD WEST,0,N,2018-09-24,EC,C,,,,W,S,D,N,-39.655385,176.827592
226130,TOLLEMACHE ROAD WEST,0,S,2006-04-23,CC,C,400-402-524,,,D,S,B,N,-39.655441,176.827713
738430,TOLLEMACHE ROAD WEST,1,N,1995-10-17,DG,C,,,,D,S,D,T,-39.65033,176.819824
292397,TOLLEMACHE ROAD WEST,1,N,2007-07-31,HA,C,301-375,C,,D,S,D,X,-39.655785,176.828186
113147,TOM PARKER AVENUE,0,S,2003-07-20,FA,C,103-370,S,,D,C,T,N,-39.501091,176.894073
441048,TOM PARKER AVENUE,1,N,1984-04-07,JA,C,,,,D,S,B,T,-39.502163,176.896225
488941,TOM PARKER AVENUE,0,S,1987-07-16,DH,C,101,,,W,C,D,N,-39.501675,176.895248
542735,TOM PARKER AVENUE,1,N,1989-05-09,JA,C,,,,W,S,O,T,-39.502163,176.896225
101013,TOM PARKER AVENUE,1,N,2002-12-21,DG,C,131,,,D,S,D,T,-39.502163,176.896225
38083,TOM PARKER AVENUE,0,M,2001-12-18,CB,T,336,,,W,S,O,N,-39.502895,176.897293
330734,TOM PARKER AVENUE,0,N,2008-05-10,EE,C,386,C,,W,S,D,N,-39.502037,176.895981
505729,TOM PARKER AVENUE,0,S,1988-01-08,DH,C,101-110,,,D,C,D,N,-39.502544,176.896927
938562,TOM PARKER AVENUE,0,N,2011-07-09,EA,C,385,C,,W,S,O,N,-39.502903,176.897293
249800,TOM PARKER AVENUE,1,N,2006-05-12,DH,C,102-131-524,,,D,S,D,T,-39.50325,176.897644
100546,TOM PARKER AVENUE,0,N,2002-11-09,CB,C,410,,,D,S,B,N,-39.501995,176.895874
918741,TOM PARKER AVENUE,1,M,2011-03-02,LO,S,312,C,,D,C,B,T,-39.50325,176.897644
457420,TOM PARKER AVENUE,0,N,1985-07-25,CB,C,,,,W,S,D,N,-39.500984,176.893784
470991,TOM PARKER AVENUE,0,S,1986-11-29,GE,M,160,B,371,D,C,B,N,-39.500717,176.89267
837314,TOM PARKER AVENUE,0,N,1998-09-11,CC,C,103,C,,D,S,D,N,-39.500336,176.891113
1068623,TOM PARKER AVENUE,0,M,2016-01-13,CC,C,125-504,C,,D,S,B,N,-39.500793,176.893005
1142670,TOM PARKER AVENUE,0,N,2017-12-18,CB,C,103-129,,,D,S,D,N,-39.50074,176.892792
